#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1
     495       2.8903       4.5669,     495       3.3845       9.5664,     495       2.2452       4.3350,     495       2.3522       5.2588,     495       2.6182      11.6126,     495       3.8638       8.8088,     495       2.8475       8.1512,     495       2.2800       7.8131,     495       3.0047       8.8246,     495       2.6867       6.2246
     496       2.8513       5.3426,     496       2.9574       7.6132,     496       2.6441       5.7283,     496       2.7071       4.4391,     496       2.8042      12.5538,     496       3.8417       7.7585,     496       2.7452       8.5443,     496       2.5563       8.2160,     496       2.8491       8.9518,     496       2.6736       7.0298
     497       3.1376       5.0324,     497       3.2586       8.1673,     497       2.5222       5.6596,     497       2.7160       3.7489,     497       2.5973      13.0278,     497       4.2702       8.4347,     497       2.7011       9.6159,     497       2.5088       9.1887,     497       3.0396       9.7767,     497       2.5010       7.7487
     498       2.5925       5.0383,     498       2.9960       8.7688,     498       2.1000       6.2611,     498       3.0184       5.7846,     498       3.6675      13.9412,     498       3.5792       8.7491,     498       2.8764       6.7042,     498       2.4088       7.8622,     498       2.6399       8.8854,     498       2.6936       9.4096
     499       2.6288       4.9988,     499       3.2988       8.4500,     499       2.4418       6.0558,     499       2.8197       4.2074,     499       3.7124      12.1296,     499       3.8528       9.9420,     499       3.8169       6.9079,     499       2.5280       7.5064,     499       3.1491       8.0215,     499       2.3340       8.4659
     500       2.8863       6.2984,     500       3.6469       7.0372,     500       2.4455       6.1037,     500       2.5271       5.5293,     500       3.1063      11.1888,     500       3.3113       9.2724,     500       3.2969       6.7111,     500       2.6934       8.7125,     500       2.9487       8.4813,     500       2.7811       9.1342
     501       3.0505       4.5212,     501       3.3341       8.1319,     501       2.0699       6.1259,     501       2.7509       6.0660,     501       2.8747      12.4102,     501       3.4478       9.3024,     501       3.0159       7.6420,     501       2.8419       8.4703,     501       2.8035       7.5386,     501       2.8469       6.7760
     502       2.8083       4.5877,     502       3.2152       7.2692,     502       2.2159       6.7981,     502       2.5017       5.7344,     502       3.0409      11.3290,     502       2.9432       8.1932,     502       3.2480       8.3152,     502       3.1066       9.7266,     502       2.6897       8.0226,     502       2.6979       7.5435
     503       2.3879       4.6166,     503       3.6704       9.1539,     503       2.2760       5.8945,     503       2.7504       5.7010,     503       2.6389      11.9860,     503       2.9069       8.0024,     503       3.2105       8.4803,     503       2.8177      10.4035,     503       2.9289       6.6917,     503       3.7223       7.2454
     504       2.3930       4.9898,     504       3.6178       8.8224,     504       2.5269       6.1517,     504       2.9104       6.5031,     504       2.5558      15.1079,     504       3.7276       7.3443,     504       3.2019       9.8691,     504       2.8354      12.2049,     504       2.8298       7.1730,     504       2.9814       4.8725
     505       2.5574       3.9047,     505       3.6403       9.4335,     505       2.4588       3.3680,     505       2.9598       6.6736,     505       2.6022      14.9851,     505       3.7508       9.5578,     505       2.7239       8.9317,     505       2.9356      11.7909,     505       2.8789       7.5008,     505       2.9855       6.8542
     506       2.5144       4.6320,     506       4.3830       8.8092,     506       2.4808       3.6803,     506       2.8584       7.1307,     506       2.1884      12.6493,     506       3.7964       9.0451,     506       2.4710       9.0082,     506       2.8496      11.0375,     506       2.5509       7.3790,     506       2.7369       6.5902
     507       2.5463       5.1433,     507       3.9855       9.4124,     507       2.6677       4.0364,     507       2.6552       6.6910,     507       2.7968      10.5313,     507       3.0633       8.8055,     507       2.2289       9.3487,     507       3.0086      11.6082,     507       2.7360       8.8205,     507       3.3613       7.7214
     508       2.6821       5.2314,     508       3.6468       8.4662,     508       2.3896       3.8713,     508       3.1361       8.4588,     508       2.5525       8.2937,     508       3.7421       9.5970,     508       2.2723       8.6304,     508       2.7426      10.9026,     508       3.1654       9.2145,     508       3.1832       8.3805
     509       2.8531       4.7735,     509       3.7539       7.8095,     509       2.5732       4.4357,     509       2.9726       7.3475,     509       3.1856       9.7884,     509       3.5363       8.6761,     509       2.9666       9.2697,     509       2.7325      11.2238,     509       2.9233       8.8740,     509       3.1251       7.1655
     510       3.1569       5.9144,     510       3.9561       7.1229,     510       2.4398       3.5485,     510       2.7535       5.4248,     510       3.0902      10.7104,     510       3.3256       7.0131,     510       3.0553       8.4691,     510       2.4932       9.8650,     510       3.0415       9.0081,     510       3.4463       9.0997
     511       2.5869       4.6535,     511       3.6472       7.5736,     511       2.0155       4.6742,     511       2.8933       6.2230,     511       2.4142       9.3770,     511       3.3474       7.3474,     511       2.9312       9.1965,     511       2.6988       8.8893,     511       3.1148       8.3290,     511       2.9186      10.7852
     512       2.6246       4.1208,     512       4.1324       8.4651,     512       2.3496       4.4345,     512       2.7003       3.7557,     512       2.2528       9.0992,     512       3.3552       7.9466,     512       2.6207       6.8459,     512       2.4604       8.2719,     512       2.9079       9.3884,     512       3.1908       9.7386
     513       3.3165       4.1794,     513       4.3953       9.1949,     513       2.1894       5.6100,     513       3.2403       4.8864,     513       2.9965      11.1806,     513       3.4285       9.7274,     513       2.1864       7.9232,     513       2.7328      11.3050,     513       3.7151      10.0470,     513       3.2507       8.9827
     514       3.2321       5.4812,     514       4.3443       9.6515,     514       1.9270       4.0566,     514       2.9644       5.1673,     514       2.9088      10.4340,     514       3.6663       9.0835,     514       2.5829       9.1652,     514       2.6362      11.4363,     514       3.8881       9.8790,     514       3.5285       9.2259
     515       3.2976       3.9083,     515       4.3754       9.5570,     515       2.1317       3.5593,     515       3.3172       4.9598,     515       2.6282      11.3968,     515       3.9454      11.2036,     515       2.6211       8.6711,     515       2.6856      12.1065,     515       3.2003       7.3140,     515       3.2886       8.2772
     516       2.8875       4.5861,     516       4.5351       6.9743,     516       2.3867       5.1428,     516       3.1083       4.1275,     516       2.6454      12.7028,     516       3.1684       9.4943,     516       2.6340       8.9530,     516       2.5401      11.6278,     516       2.9333       8.9400,     516       3.4971       9.3941
